username,password,email,firstName,lastName,birthday,about
20130330,20130330,20130330@student.hust.edu.vn,Hứa Lệ,Trân,1993-03-02,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130331,20130331,20130331@student.hust.edu.vn,Chu Đại,Nông,1993-07-02,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130332,20130332,20130332@student.hust.edu.vn,Hồng Hùng,Vang,1995-05-04,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130333,20130333,20130333@student.hust.edu.vn,Chử Tào,Hậu,1994-01-22,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130334,20130334,20130334@student.hust.edu.vn,Đồng Điểm,Cửu,1994-12-27,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130335,20130335,20130335@student.hust.edu.vn,An Trung,Học,1993-09-15,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130336,20130336,20130336@student.hust.edu.vn,Nhữ Phú,Tuất,1995-08-12,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130337,20130337,20130337@student.hust.edu.vn,Hình Giao,Phượng,1995-05-29,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130338,20130338,20130338@student.hust.edu.vn,La Tín,Đằng,1993-12-19,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130339,20130339,20130339@student.hust.edu.vn,Hứa Kiến,Mến,1995-04-21,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130340,20130340,20130340@student.hust.edu.vn,Bá Nghi,My,1994-03-15,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130341,20130341,20130341@student.hust.edu.vn,Hạ Sáng,Luân,1995-10-25,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130342,20130342,20130342@student.hust.edu.vn,Văn Tuyến,Duyên,1993-07-02,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130343,20130343,20130343@student.hust.edu.vn,Lục Thường,Quyết,1995-05-10,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130344,20130344,20130344@student.hust.edu.vn,La Liêm,Đạt,1995-07-09,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130345,20130345,20130345@student.hust.edu.vn,Chung Nguyệt,Chương,1995-04-03,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130346,20130346,20130346@student.hust.edu.vn,Lục My,Huyền,1994-12-07,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130347,20130347,20130347@student.hust.edu.vn,Cự Ngân,Hà,1993-08-29,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130348,20130348,20130348@student.hust.edu.vn,Quản Từ,Tuân,1994-05-09,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130349,20130349,20130349@student.hust.edu.vn,Vi Quyến,Cường,1995-10-25,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130350,20130350,20130350@student.hust.edu.vn,Ấu Văn,Tướng,1995-03-14,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130351,20130351,20130351@student.hust.edu.vn,Chung Tào,Ly,1994-02-23,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130352,20130352,20130352@student.hust.edu.vn,Thôi Sang,Thi,1995-07-22,Class: Kỹ thuật điện \nInstitute: Viện Điện
20130353,20130353,20130353@student.hust.edu.vn,Lại Lai,Anh,1994-10-10,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130354,20130354,20130354@student.hust.edu.vn,Kiều Khiếm,Uyên,1995-09-11,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130355,20130355,20130355@student.hust.edu.vn,Chu Nguyễn,Thịnh,1994-05-05,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130356,20130356,20130356@student.hust.edu.vn,Hứa Lan,Thiệu,1993-11-14,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130357,20130357,20130357@student.hust.edu.vn,Vương Sang,Nhi,1995-06-21,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130358,20130358,20130358@student.hust.edu.vn,Bạch Khắc,Lục,1993-07-07,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130359,20130359,20130359@student.hust.edu.vn,Chu Quỳnh,Liêm,1995-07-22,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130360,20130360,20130360@student.hust.edu.vn,Văn Đôn,Chương,1995-03-09,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130361,20130361,20130361@student.hust.edu.vn,Xa Vạn,Phương,1995-10-22,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130362,20130362,20130362@student.hust.edu.vn,Phi Nông,Đắc,1995-12-08,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130363,20130363,20130363@student.hust.edu.vn,Khâu Giang,Thư,1994-03-26,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130364,20130364,20130364@student.hust.edu.vn,Thân Chuẩn,Lễ,1994-05-03,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130365,20130365,20130365@student.hust.edu.vn,Lã Đảm,Thành,1993-10-29,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130366,20130366,20130366@student.hust.edu.vn,Thế Tính,Đinh,1995-03-15,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130367,20130367,20130367@student.hust.edu.vn,Tạ Khôi,Trà,1993-12-17,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130368,20130368,20130368@student.hust.edu.vn,Yên Tuân,Đặng,1995-04-16,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130369,20130369,20130369@student.hust.edu.vn,Liễu Phong,Lã,1995-08-31,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130370,20130370,20130370@student.hust.edu.vn,Thi Hoạch,Trâm,1994-10-17,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130371,20130371,20130371@student.hust.edu.vn,Biện Khiếm,Miên,1995-05-12,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130372,20130372,20130372@student.hust.edu.vn,Tào Nhi,Nhẫn,1995-08-13,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130373,20130373,20130373@student.hust.edu.vn,Tiêu Đàm,Nhung,1993-01-25,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130374,20130374,20130374@student.hust.edu.vn,Chu Hiền,Trị,1994-09-25,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130375,20130375,20130375@student.hust.edu.vn,Tông Bảo,Khóa,1994-04-26,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130376,20130376,20130376@student.hust.edu.vn,Ma Thủy,Cung,1993-10-31,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130377,20130377,20130377@student.hust.edu.vn,Ánh Liên,Gấm,1995-10-24,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130378,20130378,20130378@student.hust.edu.vn,Tống Lệ,Mạnh,1995-07-20,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130379,20130379,20130379@student.hust.edu.vn,Bảo Đảm,Thảo,1993-01-06,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130380,20130380,20130380@student.hust.edu.vn,Đoàn Quốc,Đảm,1994-12-04,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130381,20130381,20130381@student.hust.edu.vn,Cam Lực,Khiêm,1995-12-02,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130382,20130382,20130382@student.hust.edu.vn,Cam Trịnh,Thuận,1993-08-04,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130383,20130383,20130383@student.hust.edu.vn,Phương Chi,La,1993-02-11,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130384,20130384,20130384@student.hust.edu.vn,Thạch Thiện,Tín,1995-09-05,Class: CN-Công nghệ chế tạo máy \nInstitute: Viện cơ khí
20130385,20130385,20130385@student.hust.edu.vn,Cung Sỹ,Lạc,1995-01-07,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130386,20130386,20130386@student.hust.edu.vn,Giang Lễ,Thúy,1993-12-11,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130387,20130387,20130387@student.hust.edu.vn,Vương Tuyền,Ưng,1993-07-25,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130388,20130388,20130388@student.hust.edu.vn,Thạch Hợp,Hinh,1994-05-14,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130389,20130389,20130389@student.hust.edu.vn,Cầm Nghiêm,Hoạn,1993-08-24,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130390,20130390,20130390@student.hust.edu.vn,Lưu Miên,Lực,1995-11-01,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130391,20130391,20130391@student.hust.edu.vn,Tạ Trịnh,Hồ,1993-02-22,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130392,20130392,20130392@student.hust.edu.vn,Đinh Thừa,Đạm,1994-11-23,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130393,20130393,20130393@student.hust.edu.vn,Đậu Đạm,Sơn,1994-05-31,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130394,20130394,20130394@student.hust.edu.vn,Lư Duyên,Khôi,1993-02-12,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130395,20130395,20130395@student.hust.edu.vn,Cái Ngô,Tống,1994-05-24,Class: Kỹ thuật in \nInstitute: Viện Kỹ thuật Hoá học
20130396,20130396,20130396@student.hust.edu.vn,Quách Chi,Hòa,1995-11-17,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130397,20130397,20130397@student.hust.edu.vn,Khổng Phụng,Hóa,1995-04-08,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130398,20130398,20130398@student.hust.edu.vn,Thân Thanh,Đức,1994-01-07,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130399,20130399,20130399@student.hust.edu.vn,Kiều Hoa,Khuất,1994-09-11,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130400,20130400,20130400@student.hust.edu.vn,Đồng Tấn,Tuyến,1993-01-19,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130401,20130401,20130401@student.hust.edu.vn,Thi Diễm,Khuyên,1993-12-22,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130402,20130402,20130402@student.hust.edu.vn,Dã San,Bùi,1994-05-16,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130403,20130403,20130403@student.hust.edu.vn,Cao Giang,Lệ,1994-09-09,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130404,20130404,20130404@student.hust.edu.vn,Bành Kiều,Đắc,1994-01-08,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130405,20130405,20130405@student.hust.edu.vn,Trương Ngạn,Khái,1995-11-03,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130406,20130406,20130406@student.hust.edu.vn,Hứa Đan,Trâm,1994-07-14,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130407,20130407,20130407@student.hust.edu.vn,Bửu Mổ,Điểm,1995-06-27,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130408,20130408,20130408@student.hust.edu.vn,Đinh Dự,Bối,1993-01-15,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130409,20130409,20130409@student.hust.edu.vn,Phí Kiến,Nhẫn,1994-05-19,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130410,20130410,20130410@student.hust.edu.vn,Lâm Thắng,Quyền,1993-07-06,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130411,20130411,20130411@student.hust.edu.vn,Giáp Trường,Nhân,1994-01-22,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130412,20130412,20130412@student.hust.edu.vn,Bồ Gia,Bình,1995-12-02,Class: Kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130413,20130413,20130413@student.hust.edu.vn,Khưu Đỗ,Sơn,1993-07-02,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130414,20130414,20130414@student.hust.edu.vn,Tông Ân,Hòa,1993-08-18,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130415,20130415,20130415@student.hust.edu.vn,Tào Tạ,Sáng,1995-04-07,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130416,20130416,20130416@student.hust.edu.vn,Tạ Bé,Thùy,1995-03-20,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130417,20130417,20130417@student.hust.edu.vn,Lô Mơ,Thanh,1995-10-28,Class: Kỹ thuật thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130418,20130418,20130418@student.hust.edu.vn,Ông Lan,Ty,1994-07-22,Class: Vật lý kỹ thuật \nInstitute: Viện Vật lý kỹ thuật
20130419,20130419,20130419@student.hust.edu.vn,Khu Kiến,Bá,1995-04-27,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130420,20130420,20130420@student.hust.edu.vn,Mai Song,Trang,1995-11-18,Class: Khoa học máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130421,20130421,20130421@student.hust.edu.vn,Triệu Trung,Điện,1994-08-21,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130422,20130422,20130422@student.hust.edu.vn,Nhiệm Chí,Phan,1995-08-06,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130423,20130423,20130423@student.hust.edu.vn,Thái Hinh,Tính,1994-08-23,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130424,20130424,20130424@student.hust.edu.vn,Lô Danh,Trâm,1995-10-30,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130425,20130425,20130425@student.hust.edu.vn,Bàng Hưng,Ngộ,1994-08-26,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130426,20130426,20130426@student.hust.edu.vn,Tòng Nhạn,Huyên,1993-06-20,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130427,20130427,20130427@student.hust.edu.vn,Giả Khắc,Thy,1994-03-15,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130428,20130428,20130428@student.hust.edu.vn,Danh Ba,Đào,1995-12-13,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130429,20130429,20130429@student.hust.edu.vn,Âu Quy,Bùi,1993-05-04,Class: Tiếng Anh KHKT và công nghệ \nInstitute: Viện Ngoại ngữ
20130430,20130430,20130430@student.hust.edu.vn,Bảo Trinh,Cung,1994-06-09,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130431,20130431,20130431@student.hust.edu.vn,Bành Đan,Thọ,1994-07-25,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130432,20130432,20130432@student.hust.edu.vn,Chử Sơn,Á,1994-10-17,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130433,20130433,20130433@student.hust.edu.vn,Đào Đại,Chung,1993-11-09,Class: CN-Công nghệ thực phẩm \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130434,20130434,20130434@student.hust.edu.vn,Thạch La,Tín,1995-12-18,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130435,20130435,20130435@student.hust.edu.vn,Lại Năm,Tế,1993-12-14,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130436,20130436,20130436@student.hust.edu.vn,Trương Thiên,Huệ,1994-07-20,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130437,20130437,20130437@student.hust.edu.vn,Nhậm Sâm,Hương,1994-11-26,Class: Kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130438,20130438,20130438@student.hust.edu.vn,Lữ Sâm,Giao,1995-02-04,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130439,20130439,20130439@student.hust.edu.vn,Tông Điền,Liêm,1995-11-02,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130440,20130440,20130440@student.hust.edu.vn,Tiêu Nhanh,Lưu,1993-06-26,Class: CN-Công nghệ kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130441,20130441,20130441@student.hust.edu.vn,Giáp Tử,Nông,1994-06-17,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130442,20130442,20130442@student.hust.edu.vn,Mai Thanh,Trà,1993-07-11,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130443,20130443,20130443@student.hust.edu.vn,Ấu Triệu,Tá,1995-12-27,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130444,20130444,20130444@student.hust.edu.vn,Ngụy Thơ,Phạm,1993-02-19,Class: Tiếng Anh chuyên nghiệp quốc tế \nInstitute: Viện Ngoại ngữ
20130445,20130445,20130445@student.hust.edu.vn,Chu Nha,Trâm,1994-10-11,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130446,20130446,20130446@student.hust.edu.vn,Nghiêm Sẩm,Hạo,1993-03-23,Class: CN-Công nghệ kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130447,20130447,20130447@student.hust.edu.vn,Đoàn Nội,Lệ,1994-05-24,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130448,20130448,20130448@student.hust.edu.vn,Khâu Đại,Khôi,1993-10-14,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130449,20130449,20130449@student.hust.edu.vn,Tống Khuất,Sinh,1993-11-08,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130450,20130450,20130450@student.hust.edu.vn,Đường Nhạn,Biên,1995-03-07,Class: CN-Công nghệ kỹ thuật ô tô \nInstitute: Viện Cơ khí Động lực
20130451,20130451,20130451@student.hust.edu.vn,Phương Mỹ,– Mĩ Na,1993-01-21,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130452,20130452,20130452@student.hust.edu.vn,Thân Đoàn,Hoàng,1993-09-18,Class: Kỹ thuật dệt \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130453,20130453,20130453@student.hust.edu.vn,Đàm Kiệt,Điểm,1994-09-13,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130454,20130454,20130454@student.hust.edu.vn,Tống Như,Lục,1994-10-24,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130455,20130455,20130455@student.hust.edu.vn,Khâu Thăng,Quỳnh,1994-06-01,Class: Quản trị kinh doanh \nInstitute: Viện Kinh tế & Quản lý
20130456,20130456,20130456@student.hust.edu.vn,Thái Bé,Thích,1994-05-19,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130457,20130457,20130457@student.hust.edu.vn,La Khiểm,Đăng,1995-09-24,Class: Kinh tế công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130458,20130458,20130458@student.hust.edu.vn,Cấn Dạ,Minh,1994-11-10,Class: Kỹ thuật vật liệu \nInstitute: Viện Khoa học và Kỹ thuật Vật liệu
20130459,20130459,20130459@student.hust.edu.vn,Ân Âu,Nhiếp,1995-05-16,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130460,20130460,20130460@student.hust.edu.vn,Bành Bách,Bỉ,1995-05-16,Class: Kế toán \nInstitute: Viện Kinh tế & Quản lý
20130461,20130461,20130461@student.hust.edu.vn,Bàng Thạch,Chấn,1993-05-02,Class: Kỹ thuật hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130462,20130462,20130462@student.hust.edu.vn,Phùng Mã,Bỉ,1995-07-15,Class: Kỹ thuật cơ khí \nInstitute: Viện cơ khí
20130463,20130463,20130463@student.hust.edu.vn,Đàm Liên,Vân,1995-09-13,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130464,20130464,20130464@student.hust.edu.vn,Lư Kỳ,Lệ,1995-12-10,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130465,20130465,20130465@student.hust.edu.vn,Khâu Nguyện,Tô,1994-12-13,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130466,20130466,20130466@student.hust.edu.vn,Cái Hạ,Nhàn,1995-04-07,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130467,20130467,20130467@student.hust.edu.vn,Thái Châu,Trình,1995-01-24,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130468,20130468,20130468@student.hust.edu.vn,Dã Thiêm,Thương,1993-07-15,Class: Kỹ thuật môi trường \nInstitute: Viện Khoa học và Công nghệ Môi trường
20130469,20130469,20130469@student.hust.edu.vn,Đinh Lệ,Năm,1995-09-04,Class: CN-Công nghệ kỹ thuật điện \nInstitute: Viện Điện
20130470,20130470,20130470@student.hust.edu.vn,Tiêu Trang,Hương,1993-09-19,Class: Kỹ thuật tàu thủy \nInstitute: Viện Cơ khí Động lực
20130471,20130471,20130471@student.hust.edu.vn,Tào Hợi,Liêm,1993-04-24,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130472,20130472,20130472@student.hust.edu.vn,Hàn Thúy,Mạc,1993-09-24,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130473,20130473,20130473@student.hust.edu.vn,Trịnh Đôn,Lý,1994-09-19,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130474,20130474,20130474@student.hust.edu.vn,Phí Thời,Miên,1994-11-01,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130475,20130475,20130475@student.hust.edu.vn,Cung Thị,Học,1994-06-04,Class: Hóa học \nInstitute: Viện Kỹ thuật Hoá học
20130476,20130476,20130476@student.hust.edu.vn,Cầm Điểm,Hiển,1994-02-10,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130477,20130477,20130477@student.hust.edu.vn,Đơn Diệp,Tuyến,1995-08-11,Class: CN-Công nghệ kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130478,20130478,20130478@student.hust.edu.vn,Cao Long,Gấm,1994-07-04,Class: Kỹ thuật điện \nInstitute: Viện Điện
20130479,20130479,20130479@student.hust.edu.vn,Tông Nhân,An,1994-01-20,Class: Kỹ thuật phần mềm \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130480,20130480,20130480@student.hust.edu.vn,Khổng Phong,Hợi,1994-06-05,Class: Kỹ thuật sinh học / Công nghệ sinh học \nInstitute: Viện Công nghệ Sinh học và công nghệ Thực phẩm
20130481,20130481,20130481@student.hust.edu.vn,Hình Trí,Từ,1995-01-27,Class: Công nghệ may \nInstitute: Viện Dệt may - Da giầy và Thời trang
20130482,20130482,20130482@student.hust.edu.vn,Từ Đường,Lại,1993-06-02,Class: Hệ thống thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130483,20130483,20130483@student.hust.edu.vn,Hứa Ngộ,Len,1995-02-05,Class: Truyền thông và mạng máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130484,20130484,20130484@student.hust.edu.vn,Nhữ Cửu,Ánh,1994-02-28,Class: Sư phạm kỹ thuật công nghiệp \nInstitute: Viện Sư phạm Kỹ thuật
20130485,20130485,20130485@student.hust.edu.vn,Đồng Khiểm,Nhật,1994-05-20,Class: Kỹ thuật điều khiển và tự động hóa \nInstitute: Viện Điện
20130486,20130486,20130486@student.hust.edu.vn,Đan Trí,Luân,1993-11-06,Class: Kỹ thuật hạt nhân \nInstitute: Viện Kỹ thuật Hạt nhân và Vật lý Môi trường
20130487,20130487,20130487@student.hust.edu.vn,Bửu Huân,Thịnh,1993-02-04,Class: Toán-Tin \nInstitute: Viện Toán ứng dụng và Tin học
20130488,20130488,20130488@student.hust.edu.vn,Khúc Nhiếp,Nguyễn,1995-01-17,Class: Quản lý công nghiệp \nInstitute: Viện Kinh tế & Quản lý
20130489,20130489,20130489@student.hust.edu.vn,Dã Phú,Đạm,1994-07-20,Class: Hệ thống thông tin quản lý \nInstitute: Viện Toán ứng dụng và Tin học
20130490,20130490,20130490@student.hust.edu.vn,Thái Mã,Triệu,1995-07-29,Class: Kỹ thuật máy tính \nInstitute: Viện Công nghệ Thông tin và Truyền thông
20130491,20130491,20130491@student.hust.edu.vn,Giáp Khánh,Dương,1994-10-26,Class: Tài chính-Ngân hàng \nInstitute: Viện Kinh tế & Quản lý
20130492,20130492,20130492@student.hust.edu.vn,Trương Ninh,Thùy,1993-01-16,Class: Kỹ thuật cơ điện tử \nInstitute: Viện cơ khí
20130493,20130493,20130493@student.hust.edu.vn,La Quyết,Quang,1995-09-21,Class: CN-Công nghệ kỹ thuật điện tử - viễn thông \nInstitute: Viện Điện tử - Viễn thông
20130494,20130494,20130494@student.hust.edu.vn,Phương Đắc,Kỳ,1993-06-19,Class: CN-Công nghệ thông tin \nInstitute: Viện Công nghệ Thông tin và Truyền thông
